,Date,co2,NG_F,coal-f,NG_S,crude,co2_diff,crude_diff,crude_diff_3,NG_F_5
0,2000/8/28,367.7,4.835,,4.63,32.869999,-0.38,,,
1,2000/9/4,367.32,4.88,,4.66,32.869999,-0.38,0,,
2,2000/9/11,367.33,5.205,,4.82,35.099998,0.01,2.229999,,
3,2000/9/18,366.86,5.131,,5.05,36.880001,-0.47,1.780003,,
4,2000/9/25,366.86,5.2,,5.17,31.57,0,-5.310001,0,
5,2000/10/2,366.78,5,,5.21,32.150002,-0.08,0.580002,2.229999,4.835
6,2000/10/9,366.88,5.535,,5.2,31.879999,0.1,-0.270003,1.780003,4.88
7,2000/10/16,367.14,4.937,,5.26,33.099998,0.26,1.219999,-5.310001,5.205
8,2000/10/23,367.62,4.53,,5.17,33.73,0.48,0.630002,0.580002,5.131
9,2000/10/30,368,4.91,,4.68,32.810001,0.38,-0.919999,-0.270003,5.2
10,2000/11/6,368.2,5.46,,4.49,32.860001,0.2,0.05,1.219999,5
11,2000/11/13,368.75,6.12,,4.96,34.43,0.55,1.569999,0.630002,5.535
12,2000/11/20,368.64,6.577,,5.78,35.220001,-0.11,0.790001,-0.919999,4.937
13,2000/11/27,368.85,6.675,,6.29,35.380001,0.21,0.16,0.05,4.53
14,2000/12/4,369.84,8.585,,6.18,31.299999,0.99,-4.080002,1.569999,4.91
15,2000/12/11,369.83,8.4,,8.16,29.450001,-0.01,-1.849998,0.790001,5.46
16,2000/12/18,369.81,9.579,,8.37,29.65,-0.02,0.199999,0.16,6.12
17,2000/12/25,370.02,9.775,,9.86,29.65,0.21,0,-4.080002,6.577
18,2001/1/1,370.34,9.25,,9.88,29.65,0.32,0,-1.849998,6.675
19,2001/1/8,370.46,8.472,,9.79,27.35,0.12,-2.3,0.199999,8.585
20,2001/1/15,370.84,7.48,,9.57,27.35,0.38,0,0,8.4
21,2001/1/22,370.69,7.28,,7.68,32,-0.15,4.65,0,9.579
22,2001/1/29,371.53,6.743,,7.07,29.059999,0.84,-2.940001,-2.3,9.775
23,2001/2/5,371.76,6.21,,6.23,30.5,0.23,1.440001,0,9.25
24,2001/2/12,372.14,5.568,,5.98,30.549999,0.38,0.049999,4.65,8.472
25,2001/2/19,371.66,5.15,,5.63,30.549999,-0.48,0,-2.940001,7.48
26,2001/2/26,371.9,5.275,,5.13,28.440001,0.24,-2.109998,1.440001,7.28
27,2001/3/5,372.37,5.08,,5.14,28.6,0.47,0.159999,0.049999,6.743
28,2001/3/12,372.67,5.03,,5.24,28,0.3,-0.6,0,6.21
29,2001/3/19,372.72,5.27,,5.12,26.18,0.05,-1.82,-2.109998,5.568
30,2001/3/26,372.58,5.03,,5.2,27.459999,-0.14,1.279999,0.159999,5.15
31,2001/4/2,372.63,5.388,,5.39,25.59,0.05,-1.869999,-0.6,5.275
32,2001/4/9,373.79,5.381,,5.27,27.34,1.16,1.75,-1.82,5.08
33,2001/4/16,373.9,5.128,,5.44,28.790001,0.11,1.450001,1.279999,5.03
34,2001/4/23,373.79,4.867,,5.21,27.610001,-0.11,-1.18,-1.869999,5.27
35,2001/4/30,373.73,4.49,,4.99,28.459999,-0.06,0.849998,1.75,5.03
36,2001/5/7,374.12,4.278,,4.56,27.77,0.39,-0.689999,1.450001,5.388
37,2001/5/14,373.88,4.291,,4.22,28.709999,-0.24,0.939999,-1.18,5.381
38,2001/5/21,374.09,3.973,,4.31,29.98,0.21,1.270001,0.849998,5.128
39,2001/5/28,374.07,3.93,,4.05,29.98,-0.02,0,-0.689999,4.867
40,2001/6/4,373.65,3.922,,3.74,28.129999,-0.42,-1.850001,0.939999,4.49
41,2001/6/11,373.23,3.979,,3.79,29.040001,-0.42,0.910002,1.270001,4.278
42,2001/6/18,373.3,3.742,,3.97,27.549999,0.07,-1.490002,0,4.291
43,2001/6/25,373.2,3.096,,3.81,27.25,-0.1,-0.299999,-1.850001,3.973
44,2001/7/2,372.66,3.235,,3.3,25.950001,-0.54,-1.299999,0.910002,3.93
45,2001/7/9,371.52,3.25,,3,27.59,-1.14,1.639999,-1.490002,3.922
46,2001/7/16,371.48,2.955,,3.19,26.059999,-0.04,-1.530001,-0.299999,3.979
47,2001/7/23,371.04,3.167,,3.07,26.120001,-0.44,0.060002,-1.299999,3.742
48,2001/7/30,371.06,2.971,,3.08,26.629999,0.02,0.509998,1.639999,3.096
49,2001/8/6,370.09,3.04,,3.21,27.74,-0.97,1.110001,-1.530001,3.235
50,2001/8/13,369.36,3.303,,3.09,27.82,-0.73,0.08,0.060002,3.25
51,2001/8/20,369.48,2.706,,3.18,27.18,0.12,-0.64,0.509998,2.955
52,2001/8/27,369.45,2.38,,3.04,26.67,-0.03,-0.51,1.110001,3.167
53,2001/9/3,368.5,2.5,,2.45,26.67,-0.95,0,0.08,2.971
54,2001/9/10,368.72,2.552,,2.34,27.629999,0.22,0.959999,-0.64,3.04
55,2001/9/17,368.21,2.103,,2.4,28.809999,-0.51,1.18,-0.51,3.303
56,2001/9/24,367.97,2.244,,2.15,22.01,-0.24,-6.799999,0,2.706
57,2001/10/1,368.21,2.227,,1.9,23.280001,0.24,1.270001,0.959999,2.38
58,2001/10/8,368.46,2.43,,1.96,22.450001,0.25,-0.83,1.18,2.5
59,2001/10/15,368.33,2.681,,2.21,22.290001,-0.13,-0.16,-6.799999,2.552
60,2001/10/22,368.87,3.041,,2.42,21.76,0.54,-0.530001,1.270001,2.103
61,2001/10/29,369.29,3.248,,2.86,22.15,0.42,0.39,-0.83,2.244
62,2001/11/5,369.29,2.925,,3.06,20.02,0,-2.13,-0.16,2.227
63,2001/11/12,370.01,2.637,,2.72,21.23,0.72,1.21,-0.530001,2.43
64,2001/11/19,370.4,2.813,,2.16,17.719999,0.39,-3.510001,0.39,2.681
65,2001/11/26,370.61,2.701,,2.18,18.690001,0.21,0.970002,-2.13,3.041
66,2001/12/3,370.96,2.568,,2,20.09,0.35,1.399999,1.21,3.248
67,2001/12/10,371.4,2.846,,1.98,18.370001,0.44,-1.719999,-3.510001,2.925
68,2001/12/17,371.44,2.895,,2.45,19.219999,0.04,0.849998,0.970002,2.637
69,2001/12/24,371.87,2.774,,2.4,19.219999,0.43,0,1.399999,2.813
70,2001/12/31,372.38,2.275,,2.4,19.84,0.51,0.620001,-1.719999,2.701
71,2002/1/7,372.38,2.204,,2.53,21.48,0,1.64,0.849998,2.568
72,2002/1/14,372.91,2.236,,2.38,18.889999,0.53,-2.590001,0,2.846
73,2002/1/21,372.75,2.105,,2.34,18.889999,-0.16,0,0.620001,2.895
74,2002/1/28,372.99,2.14,,2.18,20.049999,0.24,1.16,1.64,2.774
75,2002/2/4,373.13,2.18,,2.18,20.059999,0.14,0.01,-2.590001,2.275
76,2002/2/11,373.18,2.206,,2.22,21.32,0.05,1.260001,0,2.204
77,2002/2/18,373.26,2.435,,2.28,21.32,0.08,0,1.16,2.236
78,2002/2/25,373.91,2.38,,2.38,20.42,0.65,-0.9,0.01,2.105
79,2002/3/4,374.06,2.81,,2.47,22.5,0.15,2.08,1.260001,2.14
80,2002/3/11,374.31,3.06,,2.67,24.299999,0.25,1.799999,0,2.18
81,2002/3/18,374.81,3.32,,2.92,25.049999,0.5,0.75,-0.9,2.206
82,2002/3/25,374.45,3.245,,3.31,25.02,-0.36,-0.029999,2.08,2.435
83,2002/4/1,374.43,3.27,,3.4,26.860001,-0.02,1.840001,1.799999,2.38
84,2002/4/8,374.7,3.13,,3.54,26.549999,0.27,-0.310002,0.75,2.81
85,2002/4/15,375.4,3.53,,3.21,24.549999,0.7,-2,-0.029999,3.06
86,2002/4/22,375.59,3.34,,3.4,26.299999,0.19,1.75,1.840001,3.32
87,2002/4/29,376.23,3.735,,3.5,27.52,0.64,1.220001,-0.310002,3.245
88,2002/5/6,375.76,3.749,,3.65,26.08,-0.47,-1.44,-2,3.27
89,2002/5/13,375.24,3.565,,3.65,28.450001,-0.52,2.370001,1.75,3.13
90,2002/5/20,376.1,3.347,,3.57,28.200001,0.86,-0.25,1.220001,3.53
91,2002/5/27,376.41,3.217,,3.35,28.200001,0.31,0,-1.44,3.34
92,2002/6/3,376.07,3.204,,3.24,25.110001,-0.34,-3.09,2.370001,3.735
93,2002/6/10,375.62,3.345,,3.24,24.32,-0.45,-0.790001,-0.25,3.749
94,2002/6/17,375.4,3.237,,3.11,26.09,-0.22,1.77,0,3.565
95,2002/6/24,375.66,3.245,,3.26,26.469999,0.26,0.379999,-3.09,3.347
96,2002/7/1,374.99,3.11,,3.43,26.809999,-0.67,0.34,-0.790001,3.217
97,2002/7/8,374.63,2.787,,3.18,26.07,-0.36,-0.739999,1.77,3.204
98,2002/7/15,374.09,2.933,,2.96,27.07,-0.54,1,0.379999,3.345
99,2002/7/22,373.51,2.936,,2.9,26.6,-0.58,-0.47,0.34,3.237
100,2002/7/29,373.49,2.858,,2.97,26.549999,-0.02,-0.050001,-0.739999,3.245
101,2002/8/5,372.75,2.761,,3.01,26.58,-0.74,0.030001,1,3.11
102,2002/8/12,371.99,3.149,,2.78,27.860001,-0.76,1.280001,-0.47,2.787
103,2002/8/19,371.5,3.487,,2.99,29.84,-0.49,1.979999,-0.050001,2.933
104,2002/8/26,371.11,3.296,,3.28,29.280001,-0.39,-0.559999,0.030001,2.936
105,2002/9/2,370.43,3.265,,3.33,29.280001,-0.68,0,1.280001,2.858
106,2002/9/9,371.81,3.467,,3.21,29.73,1.38,0.449999,1.979999,2.761
107,2002/9/16,371.01,3.758,,3.3,29.67,-0.8,-0.06,-0.559999,3.149
108,2002/9/23,370.67,4.041,,3.71,30.709999,-0.34,1.039999,0,3.487
109,2002/9/30,370.05,3.739,,3.8,30.469999,-0.62,-0.24,0.449999,3.296
110,2002/10/7,370.08,4.146,,4.17,29.639999,0.03,-0.83,-0.06,3.265
111,2002/10/14,371.41,4.239,,3.85,30.030001,1.33,0.390002,1.039999,3.467
112,2002/10/21,370.87,4.028,,4.14,28.379999,-0.54,-1.650002,-0.24,3.758
113,2002/10/28,371.24,4.06,,4.22,27.290001,0.37,-1.089998,-0.83,4.041
114,2002/11/4,372.14,3.903,,4.23,26.950001,0.9,-0.34,0.390002,3.739
115,2002/11/11,372.04,3.981,,3.88,25.940001,-0.1,-1.01,-1.650002,4.146
116,2002/11/18,372.91,4.26,,3.86,26.709999,0.87,0.769998,-1.089998,4.239
117,2002/11/25,372.94,4.2,,4.25,26.110001,0.03,-0.599998,-0.34,4.028
118,2002/12/2,373.23,4.383,,4.25,27.24,0.29,1.129999,-1.01,4.06
119,2002/12/9,373.77,5.284,,4.31,27.26,0.54,0.02,0.769998,3.903
120,2002/12/16,373.76,5.195,,4.64,30.1,-0.01,2.84,-0.599998,3.981
121,2002/12/23,374.66,4.97,,5.12,31.75,0.9,1.65,1.129999,4.26
122,2002/12/30,374.88,5.344,,4.96,31.370001,0.22,-0.379999,0.02,4.2
123,2003/1/6,374.73,5.143,,4.85,32.099998,-0.15,0.729997,2.84,4.383
124,2003/1/13,375.21,5.536,,5.03,32.259998,0.48,0.16,1.65,5.284
125,2003/1/20,375.1,5.524,,5.37,32.259998,-0.11,0,-0.379999,5.195
126,2003/1/27,375.48,5.605,,5.91,32.290001,0.38,0.030003,0.729997,4.97
127,2003/2/3,375.35,6.043,,5.68,32.759998,-0.13,0.469997,0.16,5.344
128,2003/2/10,375.3,5.851,,6.11,34.48,-0.05,1.720002,0,5.143
129,2003/2/17,376.57,6.61,,6.08,34.48,1.27,0,0.030003,5.536
130,2003/2/24,376.2,8.101,,6.33,36.48,-0.37,2,0.469997,5.524
131,2003/3/3,376.49,6.975,,12.03,35.880001,0.29,-0.599999,1.720002,5.605
132,2003/3/10,376.55,5.429,,7.8,37.27,0.06,1.389999,0,6.043
133,2003/3/17,376.15,5.12,,5.94,34.93,-0.4,-2.34,2,5.851
134,2003/3/24,377.18,5.146,,5.18,28.66,1.03,-6.27,-0.599999,6.61
135,2003/3/31,377.03,4.943,,4.99,31.040001,-0.15,2.380001,1.389999,8.101
136,2003/4/7,377.32,5.411,,4.91,27.959999,0.29,-3.080002,-2.34,6.975
137,2003/4/14,377.98,5.709,,5.15,28.629999,0.66,0.67,-6.27,5.429
138,2003/4/21,378.54,5.477,,5.5,30.870001,0.56,2.240002,2.380001,5.12
139,2003/4/28,378.81,5.255,,5.51,25.49,0.27,-5.380001,-3.080002,5.146
140,2003/5/5,378.25,5.806,,5.25,26.49,-0.56,1,0.67,4.943
141,2003/5/12,378.25,6.122,,5.57,27.35,0,0.86,2.240002,5.411
142,2003/5/19,379.62,6.119,,6.05,28.83,1.37,1.48,-5.380001,5.709
143,2003/5/26,378.91,6.25,,6.02,28.83,-0.71,0,1,5.477
144,2003/6/2,378.59,6.51,,5.83,30.709999,-0.32,1.879999,0.86,5.255
145,2003/6/9,378.68,5.675,,6.26,31.450001,0.09,0.740002,1.48,5.806
146,2003/6/16,378.3,5.805,,5.94,31.18,-0.38,-0.270001,0,6.122
147,2003/6/23,378.49,5.362,,5.57,29.17,0.19,-2.01,1.879999,6.119
148,2003/6/30,377.76,5.226,,5.61,30.190001,-0.73,1.020001,0.740002,6.25
149,2003/7/7,376.74,5.154,,5.14,30.129999,-1.02,-0.060002,-0.270001,6.51
150,2003/7/14,377.41,5,,5.36,31.27,0.67,1.140001,-2.01,5.675
151,2003/7/21,376.57,4.706,,5.06,31.780001,-0.84,0.510001,1.020001,5.805
152,2003/7/28,376.08,4.874,,4.91,30.110001,-0.49,-1.67,-0.060002,5.362
153,2003/8/4,375.12,5.037,,4.68,31.84,-0.96,1.729999,1.140001,5.226
154,2003/8/11,374.9,4.848,,4.83,32.009998,-0.22,0.169998,0.510001,5.154
155,2003/8/18,374.06,5.28,,5.05,30.889999,-0.84,-1.119999,-1.67,5
156,2003/8/25,373.61,4.731,,5.07,31.559999,-0.45,0.67,1.729999,4.706
157,2003/9/1,373.37,4.771,,5.05,31.559999,-0.24,0,0.169998,4.874
158,2003/9/8,373.3,4.766,,4.69,28.85,-0.07,-2.709999,-1.119999,5.037
159,2003/9/15,373.05,4.483,,4.76,28.139999,-0.25,-0.710001,0.67,4.848
160,2003/9/22,373.51,4.43,,4.56,26.959999,0.46,-1.18,0,5.28
161,2003/9/29,373.45,4.767,,4.49,28.4,-0.06,1.440001,-2.709999,4.731
162,2003/10/6,373.09,5.652,,4.49,30.469999,-0.36,2.069999,-0.710001,4.771
163,2003/10/13,372.95,5.036,,4.72,31.950001,-0.14,1.480002,-1.18,4.766
164,2003/10/20,373.6,4.786,,4.84,30.35,0.65,-1.600001,1.440001,4.483
165,2003/10/27,373.56,4.893,,4.7,29.92,-0.04,-0.43,2.069999,4.43
166,2003/11/3,374.14,4.706,,4.38,28.9,0.58,-1.02,1.480002,4.767
167,2003/11/10,374.7,5.112,,4.36,30.879999,0.56,1.979999,-1.600001,5.652
168,2003/11/17,375.06,4.634,,4.59,31.73,0.36,0.850001,-0.43,5.036
169,2003/11/24,375.45,4.925,,4.36,29.74,0.39,-1.99,-1.02,4.786
170,2003/12/1,375.49,6.135,,4.64,29.950001,0.04,0.210001,1.979999,4.893
171,2003/12/8,375.95,7.221,,5.58,32.099998,0.46,2.149997,0.850001,4.706
172,2003/12/15,376.51,6.982,,6.51,33.18,0.56,1.080002,-1.99,5.112
173,2003/12/22,376.31,6.379,,6.73,31.870001,-0.2,-1.309999,0.210001,4.634
174,2003/12/29,376.53,6.189,,5.8,32.400002,0.22,0.530001,2.149997,4.925
175,2004/1/5,376.51,7.287,,5.73,33.779999,-0.02,1.379997,1.080002,6.135
176,2004/1/12,377.13,5.94,,6.65,34.720001,0.62,0.940002,-1.309999,7.221
177,2004/1/19,377.28,6.059,,5.95,34.720001,0.15,0,0.530001,6.982
178,2004/1/26,378.13,5.397,,6.07,34.470001,0.85,-0.25,1.379997,6.379
179,2004/2/2,378.06,5.354,,5.88,34.98,-0.07,0.509999,0.940002,6.189
180,2004/2/9,378.61,5.536,,5.57,32.830002,0.55,-2.149998,0,7.287
181,2004/2/16,377.67,5.193,,5.45,32.830002,-0.94,0,-0.25,5.94
182,2004/2/23,377.79,5.416,,5.31,34.349998,0.12,1.519996,0.509999,6.059
183,2004/3/1,378.46,5.443,,5.14,36.860001,0.67,2.510003,-2.149998,5.397
184,2004/3/8,379.14,5.596,,5.27,36.57,0.68,-0.290001,0,5.354
185,2004/3/15,379.4,5.582,,5.39,37.439999,0.26,0.869999,1.519996,5.536
186,2004/3/22,378.67,5.395,,5.58,37.110001,-0.73,-0.329998,2.510003,5.193
187,2004/3/29,379.9,5.812,,5.31,35.450001,1.23,-1.66,-0.290001,5.416
188,2004/4/5,380.2,5.941,,5.56,34.380001,0.3,-1.07,0.869999,5.443
189,2004/4/12,380.92,5.61,,5.78,37.84,0.72,3.459999,-0.329998,5.596
190,2004/4/19,380.56,5.571,,5.76,37.419998,-0.36,-0.420002,-1.66,5.582
191,2004/4/26,380.82,5.862,,5.53,36.970001,0.26,-0.449997,-1.07,5.395
192,2004/5/3,380.9,6.294,,5.76,38.209999,0.08,1.239998,3.459999,5.812
193,2004/5/10,380.89,6.401,,6.1,38.93,-0.01,0.720001,-0.420002,5.941
194,2004/5/17,380.43,6.353,,6.33,41.549999,-0.46,2.619999,-0.449997,5.61
195,2004/5/24,381.25,6.442,,6.33,41.720001,0.82,0.170002,1.239998,5.571
196,2004/5/31,380.11,6.261,,6.57,41.720001,-1.14,0,0.720001,5.862
197,2004/6/7,380.27,6.176,,6.39,38.66,0.16,-3.060001,2.619999,6.294
198,2004/6/14,380.34,6.52,,6.08,37.59,0.07,-1.07,0.170002,6.401
199,2004/6/21,379.55,6.353,,6.39,37.630001,-0.79,0.040001,0,6.353
200,2004/6/28,379.32,6.148,,6.34,36.240002,-0.23,-1.389999,-3.060001,6.442
201,2004/7/5,378.51,6.141,,6,36.240002,-0.81,0,-1.07,6.261
202,2004/7/12,378.07,5.887,,6.13,39.5,-0.44,3.259998,0.040001,6.176
203,2004/7/19,376.92,6.134,,5.88,41.639999,-1.15,2.139999,-1.389999,6.52
204,2004/7/26,376.59,6.112,,5.86,41.439999,-0.33,-0.2,0,6.353
205,2004/8/2,376.91,5.588,,5.91,43.82,0.32,2.380001,3.259998,6.148
206,2004/8/9,376.41,5.533,,5.66,44.84,-0.5,1.02,2.139999,6.141
207,2004/8/16,375.95,5.552,,5.55,46.049999,-0.46,1.209999,-0.2,5.887
208,2004/8/23,376.27,5.082,,5.34,46.049999,0.32,0,2.380001,6.134
209,2004/8/30,374.17,4.675,,5.23,42.279999,-2.1,-3.77,1.02,6.112
210,2004/9/6,374.62,4.57,,4.84,42.279999,0.45,0,1.209999,5.588
211,2004/9/13,374.23,5.108,,4.56,43.869999,-0.39,1.59,0,5.533
212,2004/9/20,374.57,5.392,,5.04,46.349998,0.34,2.479999,-3.77,5.552
213,2004/9/27,374.48,6.772,,5.44,49.639999,-0.09,3.290001,0,5.082
214,2004/10/4,374.16,7.163,,5.73,49.91,-0.32,0.270001,1.59,4.675
215,2004/10/11,374.4,6.709,,5.92,53.639999,0.24,3.729999,2.479999,4.57
216,2004/10/18,374.74,8.105,,5.61,53.669998,0.34,0.029999,3.290001,5.108
217,2004/10/25,375.13,8.725,,6.7,54.540001,0.39,0.870003,0.270001,5.392
218,2004/11/1,375.48,7.954,,7.38,50.130001,0.35,-4.41,3.729999,6.772
219,2004/11/8,375.63,7.176,,6.92,49.09,0.15,-1.040001,0.029999,7.163
220,2004/11/15,376.98,7.115,,6.12,46.869999,1.35,-2.220001,0.870003,6.709
221,2004/11/22,376.9,7.976,,5.81,48.639999,-0.08,1.77,-4.41,8.105
222,2004/11/29,376.99,6.796,,5.16,49.759998,0.09,1.119999,-1.040001,8.725
223,2004/12/6,377.72,6.843,,6.61,42.98,0.73,-6.779998,-2.220001,7.954
224,2004/12/13,377.4,7.457,,6.08,41.009998,-0.32,-1.970002,1.77,7.176
225,2004/12/20,377.95,6.668,,7.03,45.639999,0.55,4.630001,1.119999,7.115
226,2004/12/27,377.99,6.149,,7,41.32,0.04,-4.319999,-6.779998,7.976
227,2005/1/3,378.36,6.001,,6.26,42.119999,0.37,0.799999,-1.970002,6.796
228,2005/1/10,378.61,6.395,,5.74,45.330002,0.25,3.210003,4.630001,6.843
229,2005/1/17,378.52,6.24,,6.11,45.330002,-0.09,0,-4.319999,7.457
230,2005/1/24,378.8,6.259,,6.4,48.810001,0.28,3.479999,0.799999,6.668
231,2005/1/31,379.59,6.096,,6.4,48.200001,0.79,-0.61,3.210003,6.149
232,2005/2/7,379.4,6.093,,6.25,45.279999,-0.19,-2.920002,0,6.001
233,2005/2/14,380.1,5.908,,6.08,47.439999,0.7,2.16,3.479999,6.395
234,2005/2/21,380.06,6.715,,6,47.439999,-0.04,0,-0.61,6.24
235,2005/2/28,381.54,6.744,,6.13,51.75,1.48,4.310001,-2.920002,6.259
236,2005/3/7,380.24,6.772,,6.62,53.889999,-1.3,2.139999,2.16,6.096
237,2005/3/14,381.46,7.273,,6.82,54.950001,1.22,1.060002,0,6.093
238,2005/3/21,380.4,7.062,,7.09,56.619999,-1.06,1.669998,4.310001,5.908
239,2005/3/28,381.95,7.749,,7.15,54.049999,1.55,-2.57,2.139999,6.715
240,2005/4/4,382.49,7.242,,7.22,57.009998,0.54,2.959999,1.060002,6.744
241,2005/4/11,382.28,6.997,,7.49,53.709999,-0.21,-3.299999,1.669998,6.772
242,2005/4/18,382.35,7.195,,7.11,50.369999,0.07,-3.34,-2.57,7.273
243,2005/4/25,382.76,6.585,,7,54.57,0.41,4.200001,2.959999,7.062
244,2005/5/2,382.13,6.621,,6.95,50.919998,-0.63,-3.650002,-3.299999,7.749
245,2005/5/9,382.15,6.536,,6.58,52.029999,0.02,1.110001,-3.34,7.242
246,2005/5/16,382.82,6.343,,6.59,48.610001,0.67,-3.419998,4.200001,6.997
247,2005/5/23,383.2,6.37,,6.42,49.16,0.38,0.549999,-3.650002,7.195
248,2005/5/30,382.98,6.88,,6.33,49.16,-0.22,0,1.110001,6.585
249,2005/6/6,382.82,6.932,,6.49,54.490002,-0.16,5.330002,-3.419998,6.621
250,2005/6/13,382.6,7.69,,7.11,55.619999,-0.22,1.129997,0.549999,6.536
251,2005/6/20,382.13,7.36,,7.36,59.369999,-0.47,3.75,0,6.343
252,2005/6/27,381.56,7.171,,7.52,60.540001,-0.57,1.170002,5.330002,6.37
253,2005/7/4,381.28,7.472,,7.09,60.540001,-0.28,0,1.129997,6.88
254,2005/7/11,381.05,7.849,,7.64,58.919998,-0.23,-1.620003,3.75,6.932
255,2005/7/18,380.95,7.384,,7.79,57.32,-0.1,-1.599998,1.170002,7.69
256,2005/7/25,380.34,7.885,,7.65,59,-0.61,1.68,0,7.36
257,2005/8/1,380.03,8.7,,7.56,61.57,-0.31,2.57,-1.620003,7.171
258,2005/8/8,379.1,9.588,,8.46,63.939999,-0.93,2.369999,-1.599998,7.472
259,2005/8/15,379.02,9.111,,9.07,66.269997,-0.08,2.329998,1.68,7.849
260,2005/8/22,378.18,9.792,,9.53,65.449997,-0.84,-0.82,2.57,7.384
261,2005/8/29,378.14,11.691,,9.81,67.199997,-0.04,1.75,2.369999,7.885
262,2005/9/5,377.55,11.263,,11.6,67.199997,-0.59,0,2.329998,8.7
263,2005/9/12,376.41,11.144,,11.14,63.330002,-1.14,-3.869995,-0.82,9.588
264,2005/9/19,376.53,12.324,,10.94,67.389999,0.12,4.059997,1.75,9.111
265,2005/9/26,376.64,13.921,,13.46,65.82,0.11,-1.569999,0,9.792
266,2005/10/3,376.83,13.226,,13.67,65.470001,0.19,-0.349999,-3.869995,11.691
267,2005/10/10,377.1,13.219,,13.4,61.799999,0.27,-3.670002,4.059997,11.263
268,2005/10/17,377.1,12.872,,13.36,64.360001,0,2.560002,-1.569999,11.144
269,2005/10/24,377.7,13.055,,13.71,60.32,0.6,-4.040001,-0.349999,12.324
270,2005/10/31,378,11.415,,10.86,59.759998,0.3,-0.560002,-3.670002,13.921
271,2005/11/7,378.14,11.712,,9.22,59.470001,0.14,-0.289997,2.560002,13.226
272,2005/11/14,379.05,11.414,,10.26,57.689999,0.91,-1.780002,-4.040001,13.219
273,2005/11/21,378.67,11.62,,10.88,57.700001,-0.38,0.010002,-0.560002,12.872
274,2005/11/28,379.22,13.931,,11.89,57.360001,0.55,-0.34,-0.289997,13.055
275,2005/12/5,380.12,14.312,,14.21,59.91,0.9,2.549999,-1.780002,11.415
276,2005/12/12,380.37,13.633,,14.49,61.299999,0.25,1.389999,0.010002,11.712
277,2005/12/19,380.44,12.283,,13.06,57.330002,0.07,-3.969997,-0.34,11.414
278,2005/12/26,380.69,11.225,,9.93,57.330002,0.25,0,2.549999,11.62
279,2006/1/2,381.46,9.632,,9.42,57.330002,0.77,0,1.389999,13.931
280,2006/1/9,381.4,8.791,,8.63,63.5,-0.06,6.169998,-3.969997,14.312
281,2006/1/16,381.75,9.28,,8.67,63.5,0.35,0,0,13.633
282,2006/1/23,381.82,8.4,,8.22,68.099998,0.07,4.599998,0,12.283
283,2006/1/30,381.82,8.613,,8.36,68.349998,0,0.25,6.169998,11.225
284,2006/2/6,382.49,7.316,,7.8,65.110001,0.67,-3.239997,0,9.632
285,2006/2/13,382.8,7.182,,7.25,61.240002,0.31,-3.869999,4.599998,8.791
286,2006/2/20,382.13,7.112,,7.39,61.240002,-0.67,0,0.25,9.28
287,2006/2/27,382.33,6.79,,6.71,61,0.2,-0.240002,-3.239997,8.4
288,2006/3/6,383.08,6.646,,6.44,62.41,0.75,1.41,-3.869999,8.613
289,2006/3/13,383.06,7.053,,7.06,61.77,-0.02,-0.64,0,7.316
290,2006/3/20,383.09,7.29,,7.1,60.419998,0.03,-1.350002,-0.240002,7.182
291,2006/3/27,382.62,7.21,,7.11,64.160004,-0.47,3.740006,1.41,7.112
292,2006/4/3,384.37,6.743,,6.98,66.739998,1.75,2.579994,-0.64,6.79
293,2006/4/10,384.96,7.14,,6.81,68.739998,0.59,2,-1.350002,6.646
294,2006/4/17,385.05,7.981,,7.63,70.400002,0.09,1.660004,3.740006,7.053
295,2006/4/24,384.94,6.555,,7.17,73.330002,-0.11,2.93,2.579994,7.29
296,2006/5/1,385.07,6.775,,6.61,73.699997,0.13,0.369995,2,7.21
297,2006/5/8,385.21,6.28,,6.55,69.769997,0.14,-3.93,1.660004,6.743
298,2006/5/15,385.51,5.962,,5.92,69.410004,0.3,-0.359993,2.93,7.14
299,2006/5/22,385.14,5.925,,5.96,69.230003,-0.37,-0.180001,0.369995,7.981
300,2006/5/29,384.85,6.623,,6.16,69.230003,-0.29,0,-3.93,6.555
301,2006/6/5,384.37,6.172,,6.06,72.599998,-0.48,3.369995,-0.359993,6.775
302,2006/6/12,384.46,7.185,,6.3,70.360001,0.09,-2.239997,-0.180001,6.28
303,2006/6/19,384.12,6.226,,6.5,68.980003,-0.34,-1.379998,0,5.962
304,2006/6/26,383.63,6.085,,5.97,71.800003,-0.49,2.82,3.369995,5.925
305,2006/7/3,383.3,5.523,,5.39,71.800003,-0.33,0,-2.239997,6.623
306,2006/7/10,383.01,6.347,,5.74,73.610001,-0.29,1.809998,-1.379998,6.172
307,2006/7/17,381.98,6.139,,6.04,75.300003,-1.03,1.690002,2.82,7.185
308,2006/7/24,382.3,7.184,,6.82,75.050003,0.32,-0.25,0,6.226
309,2006/7/31,381.7,7.246,,8.08,74.400002,-0.6,-0.650001,1.809998,6.085
310,2006/8/7,380.78,7.269,,7.43,76.980003,-0.92,2.580001,1.690002,5.523
311,2006/8/14,380.59,6.731,,6.84,73.529999,-0.19,-3.450004,-0.25,6.347
312,2006/8/21,379.98,7.157,,7.09,72.449997,-0.61,-1.080002,-0.650001,6.139
313,2006/8/28,379.74,5.877,,6.04,70.610001,-0.24,-1.839996,2.580001,7.184
